Bank,Title,Description,Published Date,URL,Sentiment,Sentiment Score
Bank of America,"American Century Companies Inc. Sells 47,750 Shares of Exelixis, Inc. (NASDAQ:EXEL)","American Century Companies Inc. cut its position in shares of Exelixis, Inc. (NASDAQ:EXEL – Free Report) by 10.3% during the 4th quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The fund owned 415,865 shares of the…",2025-04-02T08:24:55Z,https://www.etfdailynews.com/2025/04/02/american-century-companies-inc-sells-47750-shares-of-exelixis-inc-nasdaqexel/,Neutral,0.5585
Bank of America,"Vanguard Group Inc. Has $464.43 Million Stock Holdings in Lyft, Inc. (NASDAQ:LYFT)","Vanguard Group Inc. boosted its position in shares of Lyft, Inc. (NASDAQ:LYFT – Free Report) by 2.8% in the fourth quarter, Holdings Channel reports. The firm owned 36,002,611 shares of the ride-sharing company’s stock after purchasing an additional 984,907 s…",2025-04-02T08:24:52Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-has-464-43-million-stock-holdings-in-lyft-inc-nasdaqlyft/,Positive,0.7279
Bank of America,"Vanguard Group Inc. Grows Stock Position in Hims & Hers Health, Inc. (NYSE:HIMS)","Vanguard Group Inc. increased its holdings in Hims & Hers Health, Inc. (NYSE:HIMS – Free Report) by 11.1% during the fourth quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The fund owned 20,257,116 …",2025-04-02T08:24:51Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-grows-stock-position-in-hims-hers-health-inc-nysehims/,Positive,0.5641
Bank of America,"LPL Financial LLC Increases Stock Position in Darden Restaurants, Inc. (NYSE:DRI)","LPL Financial LLC lifted its holdings in Darden Restaurants, Inc. (NYSE:DRI – Free Report) by 19.5% during the fourth quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The firm owned 83,951 shares of the resta…",2025-04-02T08:18:53Z,https://www.etfdailynews.com/2025/04/02/lpl-financial-llc-increases-stock-position-in-darden-restaurants-inc-nysedri/,Positive,0.5524
Bank of America,"KLP Kapitalforvaltning AS Invests $646,000 in PTC Therapeutics, Inc. (NASDAQ:PTCT)","KLP Kapitalforvaltning AS bought a new stake in PTC Therapeutics, Inc. (NASDAQ:PTCT – Free Report) in the 4th quarter, according to its most recent filing with the Securities & Exchange Commission. The institutional investor bought 14,300 shares of the biopha…",2025-04-02T08:16:57Z,https://www.etfdailynews.com/2025/04/02/klp-kapitalforvaltning-as-invests-646000-in-ptc-therapeutics-inc-nasdaqptct/,Neutral,0.9054
Bank of America,"United Airlines Holdings, Inc. (NASDAQ:UAL) Stock Holdings Lifted by LPL Financial LLC","LPL Financial LLC raised its position in shares of United Airlines Holdings, Inc. (NASDAQ:UAL – Free Report) by 37.0% in the fourth quarter, Holdings Channel.com reports. The institutional investor owned 169,245 shares of the transportation company’s stock af…",2025-04-02T08:16:57Z,https://www.etfdailynews.com/2025/04/02/united-airlines-holdings-inc-nasdaqual-stock-holdings-lifted-by-lpl-financial-llc/,Positive,0.5223
Bank of America,Telsey Advisory Group Reiterates “Outperform” Rating for ON (NYSE:ONON),"Telsey Advisory Group reaffirmed their outperform rating on shares of ON (NYSE:ONON – Free Report) in a report published on Tuesday morning,Benzinga reports. They currently have a $67.00 target price on the stock. A number of other brokerages also recently is…",2025-04-02T08:16:55Z,https://www.etfdailynews.com/2025/04/02/telsey-advisory-group-reiterates-outperform-rating-for-on-nyseonon/,Positive,0.728
Bank of America,"Thrivent Financial for Lutherans Sells 487 Shares of Astrana Health, Inc. (NASDAQ:ASTH)","Thrivent Financial for Lutherans reduced its stake in shares of Astrana Health, Inc. (NASDAQ:ASTH – Free Report) by 1.5% in the fourth quarter, according to its most recent filing with the SEC. The institutional investor owned 32,130 shares of the company’s s…",2025-04-02T08:14:57Z,https://www.etfdailynews.com/2025/04/02/thrivent-financial-for-lutherans-sells-487-shares-of-astrana-health-inc-nasdaqasth/,Neutral,0.8346
Bank of America,"KLP Kapitalforvaltning AS Makes New $745,000 Investment in Axsome Therapeutics, Inc. (NASDAQ:AXSM)","KLP Kapitalforvaltning AS acquired a new stake in shares of Axsome Therapeutics, Inc. (NASDAQ:AXSM – Free Report) in the 4th quarter, according to its most recent Form 13F filing with the Securities and Exchange Commission. The fund acquired 8,800 shares of t…",2025-04-02T08:12:56Z,https://www.etfdailynews.com/2025/04/02/klp-kapitalforvaltning-as-makes-new-745000-investment-in-axsome-therapeutics-inc-nasdaqaxsm/,Neutral,0.9216
Bank of America,"25,000 Shares in Harley-Davidson, Inc. (NYSE:HOG) Acquired by KLP Kapitalforvaltning AS","KLP Kapitalforvaltning AS acquired a new stake in Harley-Davidson, Inc. (NYSE:HOG – Free Report) during the fourth quarter, HoldingsChannel reports. The fund acquired 25,000 shares of the company’s stock, valued at approximately $753,000. A number of other he…",2025-04-02T08:12:55Z,https://www.etfdailynews.com/2025/04/02/25000-shares-in-harley-davidson-inc-nysehog-acquired-by-klp-kapitalforvaltning-as/,Neutral,0.9102
Bank of America,"Sei Investments Co. Reduces Stock Holdings in Option Care Health, Inc. (NASDAQ:OPCH)","Sei Investments Co. cut its stake in Option Care Health, Inc. (NASDAQ:OPCH – Free Report) by 25.5% in the 4th quarter, Holdings Channel reports. The firm owned 218,696 shares of the company’s stock after selling 74,969 shares during the period. Sei Investment…",2025-04-02T08:08:57Z,https://www.etfdailynews.com/2025/04/02/sei-investments-co-reduces-stock-holdings-in-option-care-health-inc-nasdaqopch/,Neutral,0.7986
Bank of America,"Prudent Man Advisors LLC Decreases Stock Holdings in Amazon.com, Inc. (NASDAQ:AMZN)","Prudent Man Advisors LLC lowered its position in Amazon.com, Inc. (NASDAQ:AMZN) by 5.0% during the fourth quarter, according to the company in its most recent filing with the Securities & Exchange Commission. The fund owned 15,882 shares of the e-commerce gia…",2025-04-02T08:03:00Z,https://www.etfdailynews.com/2025/04/02/prudent-man-advisors-llc-decreases-stock-holdings-in-amazon-com-inc-nasdaqamzn/,Negative,0.4915
Bank of America,NVIDIA Co. (NASDAQ:NVDA) Shares Sold by Advisor OS LLC,"Advisor OS LLC lowered its stake in shares of NVIDIA Co. (NASDAQ:NVDA – Free Report) by 0.6% in the fourth quarter, HoldingsChannel reports. The fund owned 125,171 shares of the computer hardware maker’s stock after selling 781 shares during the quarter. NVID…",2025-04-02T08:02:58Z,https://www.etfdailynews.com/2025/04/02/nvidia-co-nasdaqnvda-shares-sold-by-advisor-os-llc/,Neutral,0.7656
Bank of America,"Shayne & Jacobs LLC Has $227,000 Stock Position in NVIDIA Co. (NASDAQ:NVDA)","Shayne & Jacobs LLC cut its holdings in NVIDIA Co. (NASDAQ:NVDA – Free Report) by 5.9% during the 4th quarter, Holdings Channel.com reports. The institutional investor owned 1,693 shares of the computer hardware maker’s stock after selling 107 shares during t…",2025-04-02T08:02:56Z,https://www.etfdailynews.com/2025/04/02/shayne-jacobs-llc-has-227000-stock-position-in-nvidia-co-nasdaqnvda/,Neutral,0.6897
Bank of America,"LGL Partners LLC Sells 1,068 Shares of NVIDIA Co. (NASDAQ:NVDA)","LGL Partners LLC trimmed its holdings in shares of NVIDIA Co. (NASDAQ:NVDA – Free Report) by 9.7% during the fourth quarter, Holdings Channel.com reports. The fund owned 9,904 shares of the computer hardware maker’s stock after selling 1,068 shares during the…",2025-04-02T08:02:52Z,https://www.etfdailynews.com/2025/04/02/lgl-partners-llc-sells-1068-shares-of-nvidia-co-nasdaqnvda/,Neutral,0.8379
Bank of America,"Val Kilmer, 'Top Gun' and Batman star with an intense approach, dies at 65",Val Kilmer died from pneumonia. He had recovered after a 2014 throat cancer diagnosis that required two tracheotomies.,2025-04-02T07:57:10Z,https://www.npr.org/2025/04/02/nx-s1-5348829/val-kilmer-obituary-top-gun-batman,Negative,0.5833
Bank of America,UBS Group AG (NYSE:UBS) Shares Purchased by Sei Investments Co.,"Sei Investments Co. boosted its position in UBS Group AG (NYSE:UBS – Free Report) by 2.7% during the fourth quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 197,201 shares of the bank’s …",2025-04-02T07:56:56Z,https://www.etfdailynews.com/2025/04/02/ubs-group-ag-nyseubs-shares-purchased-by-sei-investments-co/,Positive,0.671
Bank of America,"Sei Investments Co. Acquires 129,595 Shares of DigitalOcean Holdings, Inc. (NYSE:DOCN)","Sei Investments Co. grew its holdings in shares of DigitalOcean Holdings, Inc. (NYSE:DOCN – Free Report) by 274.5% in the fourth quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The fund owned 176,81…",2025-04-02T07:56:54Z,https://www.etfdailynews.com/2025/04/02/sei-investments-co-acquires-129595-shares-of-digitalocean-holdings-inc-nysedocn/,Positive,0.5446
Bank of America,"American Eagle Outfitters, Inc. (NYSE:AEO) Shares Sold by Sei Investments Co.","Sei Investments Co. cut its holdings in American Eagle Outfitters, Inc. (NYSE:AEO – Free Report) by 1.2% during the 4th quarter, according to the company in its most recent disclosure with the Securities and Exchange Commission. The institutional investor own…",2025-04-02T07:56:52Z,https://www.etfdailynews.com/2025/04/02/american-eagle-outfitters-inc-nyseaeo-shares-sold-by-sei-investments-co/,Neutral,0.5044
Bank of America,Sei Investments Co. Trims Position in Portland General Electric (NYSE:POR),"Sei Investments Co. decreased its holdings in Portland General Electric (NYSE:POR – Free Report) by 14.4% in the fourth quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The firm owned 117,921 shares of the utili…",2025-04-02T07:56:51Z,https://www.etfdailynews.com/2025/04/02/sei-investments-co-trims-position-in-portland-general-electric-nysepor/,Negative,0.5556
Bank of America,"American Century Companies Inc. Sells 2,334,686 Shares of Pactiv Evergreen Inc. (NASDAQ:PTVE)","American Century Companies Inc. decreased its stake in shares of Pactiv Evergreen Inc. (NASDAQ:PTVE – Free Report) by 74.3% in the fourth quarter, according to its most recent 13F filing with the Securities and Exchange Commission (SEC). The institutional inv…",2025-04-02T07:54:57Z,https://www.etfdailynews.com/2025/04/02/american-century-companies-inc-sells-2334686-shares-of-pactiv-evergreen-inc-nasdaqptve/,Neutral,0.5338
Bank of America,"Neurocrine Biosciences, Inc. (NASDAQ:NBIX) Shares Sold by American Century Companies Inc.","American Century Companies Inc. decreased its position in shares of Neurocrine Biosciences, Inc. (NASDAQ:NBIX – Free Report) by 49.0% during the 4th quarter, according to its most recent filing with the Securities and Exchange Commission (SEC). The firm owned…",2025-04-02T07:54:55Z,https://www.etfdailynews.com/2025/04/02/neurocrine-biosciences-inc-nasdaqnbix-shares-sold-by-american-century-companies-inc/,Neutral,0.5726
Bank of America,American Century Companies Inc. Boosts Stake in TC Energy Co. (NYSE:TRP),"American Century Companies Inc. boosted its holdings in TC Energy Co. (NYSE:TRP – Free Report) (TSE:TRP) by 6.0% in the 4th quarter, according to its most recent Form 13F filing with the SEC. The institutional investor owned 246,855 shares of the pipeline com…",2025-04-02T07:54:54Z,https://www.etfdailynews.com/2025/04/02/american-century-companies-inc-boosts-stake-in-tc-energy-co-nysetrp/,Positive,0.6031
Bank of America,AerCap Holdings (NYSE:AER) Shares Acquired by American Century Companies Inc.,"American Century Companies Inc. boosted its holdings in AerCap Holdings (NYSE:AER – Free Report) by 5.9% in the fourth quarter, HoldingsChannel.com reports. The firm owned 121,445 shares of the financial services provider’s stock after buying an additional 6,…",2025-04-02T07:54:53Z,https://www.etfdailynews.com/2025/04/02/aercap-holdings-nyseaer-shares-acquired-by-american-century-companies-inc/,Positive,0.6433
Bank of America,"American Century Companies Inc. Buys 11,623 Shares of Arrow Electronics, Inc. (NYSE:ARW)","American Century Companies Inc. grew its stake in Arrow Electronics, Inc. (NYSE:ARW – Free Report) by 13.0% in the 4th quarter, according to its most recent filing with the Securities and Exchange Commission. The institutional investor owned 100,725 shares of…",2025-04-02T07:54:52Z,https://www.etfdailynews.com/2025/04/02/american-century-companies-inc-buys-11623-shares-of-arrow-electronics-inc-nysearw/,Positive,0.5962
Bank of America,Maplebear Inc. (NASDAQ:CART) Shares Acquired by Sei Investments Co.,"Sei Investments Co. lifted its holdings in Maplebear Inc. (NASDAQ:CART – Free Report) by 489.0% during the fourth quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The firm owned 140,423 shares of the company’…",2025-04-02T07:54:51Z,https://www.etfdailynews.com/2025/04/02/maplebear-inc-nasdaqcart-shares-acquired-by-sei-investments-co/,Positive,0.6106
Bank of America,Travere Therapeutics (NASDAQ:TVTX) Price Target Raised to $31.00,"Travere Therapeutics (NASDAQ:TVTX – Free Report) had its price target increased by Bank of America from $29.00 to $31.00 in a report issued on Tuesday,Benzinga reports. Bank of America currently has a buy rating on the stock. A number of other equities resear…",2025-04-02T07:52:51Z,https://www.etfdailynews.com/2025/04/02/travere-therapeutics-nasdaqtvtx-price-target-raised-to-31-00/,Neutral,0.7642
Bank of America,Public Service Enterprise Group Incorporated (NYSE:PEG) Shares Sold by American Century Companies Inc.,"American Century Companies Inc. lowered its stake in Public Service Enterprise Group Incorporated (NYSE:PEG – Free Report) by 8.6% during the fourth quarter, HoldingsChannel reports. The firm owned 160,646 shares of the utilities provider’s stock after sellin…",2025-04-02T07:50:54Z,https://www.etfdailynews.com/2025/04/02/public-service-enterprise-group-incorporated-nysepeg-shares-sold-by-american-century-companies-inc/,Neutral,0.753
Bank of America,Nervios en las criptos: ¿qué deparará el 'Día de la Liberación' al bitcoin?,"Las criptomonedas cotizan con muchísima volatilidad. El bitcoin (BTC) repunta con moderación y trata de consolidar los 84.000 dólares tras subir por encima de los 85.000 en las últimas 24 horas. Por su parte, el ethereum (ETH) avanza menos y se acerca a los 1…",2025-04-02T07:47:15Z,https://www.bolsamania.com/noticias/criptodivisas/bitcoin-nervios-que-deparara-dia-liberacion--19261758.html,Neutral,0.8301
Bank of America,"Vanguard Group Inc. Acquires Shares of 15,315,211 Primo Brands Co. (NYSE:PRMB)","Vanguard Group Inc. bought a new position in Primo Brands Co. (NYSE:PRMB – Free Report) in the 4th quarter, Holdings Channel.com reports. The firm bought 15,315,211 shares of the company’s stock, valued at approximately $471,249,000. Several other hedge funds…",2025-04-02T07:47:05Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-acquires-shares-of-15315211-primo-brands-co-nyseprmb/,Neutral,0.8697
Bank of America,"Vanguard Group Inc. Boosts Stock Holdings in Southwest Gas Holdings, Inc. (NYSE:SWX)","Vanguard Group Inc. lifted its holdings in shares of Southwest Gas Holdings, Inc. (NYSE:SWX – Free Report) by 0.6% during the fourth quarter, according to its most recent 13F filing with the Securities and Exchange Commission. The institutional investor owned…",2025-04-02T07:47:03Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-boosts-stock-holdings-in-southwest-gas-holdings-inc-nyseswx/,Neutral,0.6619
Bank of America,"FirstCash Holdings, Inc. (NASDAQ:FCFS) Shares Purchased by Vanguard Group Inc.","Vanguard Group Inc. raised its position in FirstCash Holdings, Inc. (NASDAQ:FCFS – Free Report) by 0.5% during the 4th quarter, according to its most recent filing with the SEC. The firm owned 4,112,978 shares of the company’s stock after buying an additional…",2025-04-02T07:47:01Z,https://www.etfdailynews.com/2025/04/02/firstcash-holdings-inc-nasdaqfcfs-shares-purchased-by-vanguard-group-inc/,Neutral,0.4983
Bank of America,"Corebridge Financial Inc. Sells 2,813 Shares of Concentrix Co. (NASDAQ:CNXC)","Corebridge Financial Inc. cut its holdings in shares of Concentrix Co. (NASDAQ:CNXC – Free Report) by 5.1% during the fourth quarter, according to the company in its most recent disclosure with the SEC. The institutional investor owned 52,810 shares of the co…",2025-04-02T07:46:59Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-sells-2813-shares-of-concentrix-co-nasdaqcnxc/,Neutral,0.6058
Bank of America,Corebridge Financial Inc. Sells 153 Shares of Skyline Champion Co. (NYSE:SKY),"Corebridge Financial Inc. trimmed its position in shares of Skyline Champion Co. (NYSE:SKY – Free Report) by 0.5% during the 4th quarter, Holdings Channel.com reports. The institutional investor owned 28,536 shares of the company’s stock after selling 153 sha…",2025-04-02T07:46:54Z,https://www.etfdailynews.com/2025/04/02/corebridge-financial-inc-sells-153-shares-of-skyline-champion-co-nysesky/,Neutral,0.8647
Bank of America,"Vanguard Group Inc. Reduces Position in THOR Industries, Inc. (NYSE:THO)","Vanguard Group Inc. reduced its position in shares of THOR Industries, Inc. (NYSE:THO – Free Report) by 3.6% in the 4th quarter, according to the company in its most recent 13F filing with the Securities and Exchange Commission. The fund owned 5,050,097 share…",2025-04-02T07:46:52Z,https://www.etfdailynews.com/2025/04/02/vanguard-group-inc-reduces-position-in-thor-industries-inc-nysetho/,Neutral,0.6574
Bank of America,"Teacher Retirement System of Texas Has $274,000 Stock Position in Arvinas, Inc. (NASDAQ:ARVN)","Teacher Retirement System of Texas raised its position in Arvinas, Inc. (NASDAQ:ARVN – Free Report) by 19.0% during the fourth quarter, HoldingsChannel.com reports. The firm owned 14,295 shares of the company’s stock after buying an additional 2,280 shares du…",2025-04-02T07:44:51Z,https://www.etfdailynews.com/2025/04/02/teacher-retirement-system-of-texas-has-274000-stock-position-in-arvinas-inc-nasdaqarvn/,Neutral,0.5182
Bank of America,"Teacher Retirement System of Texas Raises Holdings in WEC Energy Group, Inc. (NYSE:WEC)","Teacher Retirement System of Texas boosted its stake in shares of WEC Energy Group, Inc. (NYSE:WEC – Free Report) by 39.9% in the fourth quarter, Holdings Channel reports. The institutional investor owned 2,959 shares of the utilities provider’s stock after a…",2025-04-02T07:42:49Z,https://www.etfdailynews.com/2025/04/02/teacher-retirement-system-of-texas-raises-holdings-in-wec-energy-group-inc-nysewec/,Neutral,0.5149
Bank of America,"Rockwell Automation, Inc. (NYSE:ROK) Shares Acquired by Teacher Retirement System of Texas","Teacher Retirement System of Texas boosted its position in Rockwell Automation, Inc. (NYSE:ROK – Free Report) by 39.1% in the 4th quarter, Holdings Channel reports. The institutional investor owned 1,063 shares of the industrial products company’s stock after…",2025-04-02T07:42:47Z,https://www.etfdailynews.com/2025/04/02/rockwell-automation-inc-nyserok-shares-acquired-by-teacher-retirement-system-of-texas/,Positive,0.6318
Bank of America,"Short Interest in MetLife, Inc. (NYSE:MET) Drops By 12.8%","MetLife, Inc. (NYSE:MET – Get Free Report) was the recipient of a large drop in short interest in the month of March. As of March 15th, there was short interest totalling 6,420,000 shares, a drop of 12.8% from the February 28th total of 7,360,000 shares. Base…",2025-04-02T07:41:02Z,https://www.etfdailynews.com/2025/04/02/short-interest-in-metlife-inc-nysemet-drops-by-12-8/,Neutral,0.662
Bank of America,"Val Kilmer, 'Top Gun' and Batman star with an intense approach, dies at 65","Val Kilmer, 'Top Gun' and Batman star with an intense approach, dies at 65clickondetroit.com",2025-04-02T07:40:47Z,https://www.clickondetroit.com/entertainment/2025/04/02/val-kilmer-top-gun-and-batman-star-with-an-intense-approach-dies-at-65/,Neutral,0.7936
Bank of America,"Raymond James Financial Inc. Acquires Shares of 40,973 Waystar Holding Corp. (NASDAQ:WAY)","Raymond James Financial Inc. bought a new position in Waystar Holding Corp. (NASDAQ:WAY – Free Report) during the fourth quarter, according to the company in its most recent 13F filing with the Securities & Exchange Commission. The institutional investor boug…",2025-04-02T07:38:50Z,https://www.etfdailynews.com/2025/04/02/raymond-james-financial-inc-acquires-shares-of-40973-waystar-holding-corp-nasdaqway/,Neutral,0.9009
Bank of America,Thrivent Financial for Lutherans Takes $1.04 Million Position in Atlas Energy Solutions Inc. (NYSE:AESI),"Thrivent Financial for Lutherans purchased a new stake in shares of Atlas Energy Solutions Inc. (NYSE:AESI – Free Report) during the 4th quarter, according to the company in its most recent Form 13F filing with the SEC. The fund purchased 46,856 shares of the…",2025-04-02T07:36:50Z,https://www.etfdailynews.com/2025/04/02/thrivent-financial-for-lutherans-takes-1-04-million-position-in-atlas-energy-solutions-inc-nyseaesi/,Neutral,0.8888
Bank of America,"Thrivent Financial for Lutherans Has $1.04 Million Position in Papa Johns International, Inc. (NASDAQ:PZZA)","Thrivent Financial for Lutherans cut its stake in Papa Johns International, Inc. (NASDAQ:PZZA – Free Report) by 1.5% in the 4th quarter, Holdings Channel.com reports. The fund owned 25,231 shares of the company’s stock after selling 390 shares during the quar…",2025-04-02T07:36:50Z,https://www.etfdailynews.com/2025/04/02/thrivent-financial-for-lutherans-has-1-04-million-position-in-papa-johns-international-inc-nasdaqpzza/,Neutral,0.8105
Bank of America,Commonwealth Equity Services LLC Sells 92 Shares of Repligen Co. (NASDAQ:RGEN),"Commonwealth Equity Services LLC cut its position in Repligen Co. (NASDAQ:RGEN – Free Report) by 1.5% in the fourth quarter, HoldingsChannel.com reports. The firm owned 6,228 shares of the biotechnology company’s stock after selling 92 shares during the perio…",2025-04-02T07:34:47Z,https://www.etfdailynews.com/2025/04/02/commonwealth-equity-services-llc-sells-92-shares-of-repligen-co-nasdaqrgen/,Neutral,0.6367
Bank of America,"Commonwealth Equity Services LLC Purchases 6,076 Shares of SentinelOne, Inc. (NYSE:S)","Commonwealth Equity Services LLC boosted its position in SentinelOne, Inc. (NYSE:S – Free Report) by 15.9% in the 4th quarter, according to its most recent filing with the SEC. The fund owned 44,405 shares of the company’s stock after purchasing an additional…",2025-04-02T07:34:47Z,https://www.etfdailynews.com/2025/04/02/commonwealth-equity-services-llc-purchases-6076-shares-of-sentinelone-inc-nyses/,Positive,0.6946
Bank of America,Commonwealth Equity Services LLC Increases Stake in Commercial Metals (NYSE:CMC),"Commonwealth Equity Services LLC raised its holdings in shares of Commercial Metals (NYSE:CMC – Free Report) by 5.0% in the fourth quarter, according to its most recent Form 13F filing with the Securities & Exchange Commission. The institutional investor owne…",2025-04-02T07:34:47Z,https://www.etfdailynews.com/2025/04/02/commonwealth-equity-services-llc-increases-stake-in-commercial-metals-nysecmc/,Neutral,0.5546
Bank of America,Louisiana-Pacific Co. (NYSE:LPX) Shares Purchased by Commonwealth Equity Services LLC,"Commonwealth Equity Services LLC grew its position in shares of Louisiana-Pacific Co. (NYSE:LPX – Free Report) by 33.1% in the 4th quarter, according to its most recent disclosure with the Securities and Exchange Commission (SEC). The fund owned 9,554 shares …",2025-04-02T07:32:47Z,https://www.etfdailynews.com/2025/04/02/louisiana-pacific-co-nyselpx-shares-purchased-by-commonwealth-equity-services-llc/,Positive,0.6124
Bank of America,"HighTower Advisors LLC Has $295,000 Holdings in Air Lease Co. (NYSE:AL)","HighTower Advisors LLC trimmed its position in shares of Air Lease Co. (NYSE:AL – Free Report) by 17.1% during the fourth quarter, HoldingsChannel reports. The firm owned 6,110 shares of the transportation company’s stock after selling 1,259 shares during the…",2025-04-02T07:32:46Z,https://www.etfdailynews.com/2025/04/02/hightower-advisors-llc-has-295000-holdings-in-air-lease-co-nyseal/,Neutral,0.7307
Bank of America,UBS Group Issues Positive Forecast for Altria Group (NYSE:MO) Stock Price,"Altria Group (NYSE:MO – Free Report) had its target price upped by UBS Group from $42.00 to $46.00 in a research report released on Tuesday morning,Benzinga reports. UBS Group currently has a sell rating on the stock. Other research analysts have also recentl…",2025-04-02T07:31:04Z,https://www.etfdailynews.com/2025/04/02/ubs-group-issues-positive-forecast-for-altria-group-nysemo-stock-price/,Neutral,0.8448
Bank of America,Advanced Drainage Systems (NYSE:WMS) Coverage Initiated at Deutsche Bank Aktiengesellschaft,"Deutsche Bank Aktiengesellschaft started coverage on shares of Advanced Drainage Systems (NYSE:WMS – Free Report) in a report published on Tuesday, Marketbeat.com reports. The firm issued a buy rating and a $134.00 target price on the construction company’s s…",2025-04-02T07:30:48Z,https://www.etfdailynews.com/2025/04/02/advanced-drainage-systems-nysewms-coverage-initiated-at-deutsche-bank-aktiengesellschaft/,Neutral,0.8431
Bank of America,Spike in Palo Alto Networks scanner activity suggests imminent cyber threats,"Hackers are scanning for vulnerabilities in Palo Alto Networks GlobalProtect portals, likely preparing for targeted attacks. Researchers at the threat intelligence firm GreyNoise warn of hackers that are scanning for vulnerabilities in Palo Alto Networks Glob…",2025-04-02T07:29:05Z,https://securityaffairs.com/176108/hacking/spike-in-palo-alto-networks-scanner-activity-suggests-imminent-cyber-threats.html,Negative,0.5094
Bank of America,"Val Kilmer, 'Top Gun' and Batman star with an intense approach, dies at 65","Val Kilmer, 'Top Gun' and Batman star with an intense approach, dies at 65whio.com",2025-04-02T07:26:11Z,https://www.whio.com/entertainment/val-kilmer-top-gun/RFLTSDYBWZAZ7HN2IZFUTJVN2A/,Neutral,0.8165
Bank of America,"Corient Private Wealth LLC Has $207,000 Position in B2Gold Corp. (NYSE:BTG)","Corient Private Wealth LLC lifted its stake in shares of B2Gold Corp. (NYSE:BTG – Free Report) by 33.9% during the 4th quarter, HoldingsChannel reports. The firm owned 84,642 shares of the company’s stock after acquiring an additional 21,439 shares during the…",2025-04-02T07:24:47Z,https://www.etfdailynews.com/2025/04/02/corient-private-wealth-llc-has-207000-position-in-b2gold-corp-nysebtg/,Neutral,0.5975
Bank of America,"Corient Private Wealth LLC Increases Position in O-I Glass, Inc. (NYSE:OI)","Corient Private Wealth LLC increased its stake in shares of O-I Glass, Inc. (NYSE:OI – Free Report) by 13.4% during the fourth quarter, according to the company in its most recent disclosure with the Securities & Exchange Commission. The fund owned 16,544 sha…",2025-04-02T07:22:51Z,https://www.etfdailynews.com/2025/04/02/corient-private-wealth-llc-increases-position-in-o-i-glass-inc-nyseoi/,Neutral,0.5542
Bank of America,Ovid Therapeutics Inc. (NASDAQ:OVID) Receives Consensus Recommendation of “Buy” from Analysts,"Ovid Therapeutics Inc. (NASDAQ:OVID – Get Free Report) has earned a consensus rating of “Buy” from the seven brokerages that are covering the stock, Marketbeat Ratings reports. One investment analyst has rated the stock with a hold rating, five have assigned …",2025-04-02T07:20:56Z,https://www.etfdailynews.com/2025/04/02/ovid-therapeutics-inc-nasdaqovid-receives-consensus-recommendation-of-buy-from-analysts/,Neutral,0.561
Bank of America,"Datadog, Inc. (NASDAQ:DDOG) Short Interest Down 12.4% in March","Datadog, Inc. (NASDAQ:DDOG – Get Free Report) was the recipient of a significant decline in short interest in March. As of March 15th, there was short interest totalling 11,310,000 shares, a decline of 12.4% from the February 28th total of 12,910,000 shares. …",2025-04-02T07:16:48Z,https://www.etfdailynews.com/2025/04/02/datadog-inc-nasdaqddog-short-interest-down-12-4-in-march/,Neutral,0.5599
Bank of America,Bank of America Issues Pessimistic Forecast for Chord Energy (NASDAQ:CHRD) Stock Price,"Chord Energy (NASDAQ:CHRD – Free Report) had its price objective lowered by Bank of America from $138.00 to $125.00 in a report published on Tuesday,Benzinga reports. The firm currently has a neutral rating on the stock. CHRD has been the subject of several o…",2025-04-02T07:16:47Z,https://www.etfdailynews.com/2025/04/02/bank-of-america-issues-pessimistic-forecast-for-chord-energy-nasdaqchrd-stock-price/,Neutral,0.7804
Bank of America,VGP NV announces indicative results of its cash tender offer,"PRESS RELEASE  Regulated Information* Public disclosure of inside information  NOT FOR RELEASE, PUBLICATION OR DISTRIBUTION IN OR INTO OR TO ANY PERSON......",2025-04-02T07:15:00Z,https://www.globenewswire.com/news-release/2025/04/02/3053971/0/en/VGP-NV-announces-indicative-results-of-its-cash-tender-offer.html,Neutral,0.83
Bank of America,Chubb (NYSE:CB) Price Target Raised to $335.00,"Chubb (NYSE:CB – Free Report) had its target price hoisted by Piper Sandler from $310.00 to $335.00 in a research report sent to investors on Tuesday,Benzinga reports. The brokerage currently has an overweight rating on the financial services provider’s stock…",2025-04-02T07:14:48Z,https://www.etfdailynews.com/2025/04/02/chubb-nysecb-price-target-raised-to-335-00/,Neutral,0.8683
